geo_accession	sex	ploidy	cell_type
GSM1203210	female	disomic	n/a
GSM1203211	female	disomic	n/a
GSM1203212	female	disomic	n/a
GSM1203213	female	disomic	n/a
GSM1203214	female	disomic	n/a
GSM1203215	female	disomic	n/a
GSM1203216	female	disomic	n/a
GSM1203217	female	disomic	n/a
GSM1203218	female	disomic	n/a
GSM1203219	female	disomic	n/a
GSM1203220	female	disomic	n/a
GSM1203221	female	disomic	n/a
GSM1203222	female	disomic	n/a
GSM123264	female	disomic	n/a
GSM123265	female	disomic	n/a
GSM123266	female	disomic	n/a
GSM123267	male	disomic	n/a
GSM123268	female	disomic	n/a
GSM123269	male	disomic	n/a
GSM123270	male	disomic	n/a
GSM123271	male	disomic	n/a
GSM123272	female	disomic	n/a
GSM123273	male	disomic	n/a
GSM123274	male	disomic	n/a
GSM123275	male	disomic	n/a
GSM123276	male	disomic	n/a
GSM123277	male	disomic	n/a
GSM123278	male	disomic	n/a
GSM1440797	n/a	disomic	n/a
GSM1440798	n/a	disomic	n/a
GSM1440799	n/a	disomic	n/a
GSM1440800	n/a	disomic	n/a
GSM1440801	n/a	disomic	n/a
GSM1440802	n/a	disomic	n/a
GSM1440803	n/a	disomic	n/a
GSM1440804	n/a	disomic	n/a
GSM1440805	n/a	disomic	n/a
GSM1440806	n/a	disomic	n/a
GSM1440807	n/a	disomic	n/a
GSM1440808	n/a	disomic	n/a
GSM1440809	n/a	disomic	n/a
GSM1440810	n/a	disomic	n/a
GSM1440811	n/a	disomic	n/a
GSM1440812	n/a	disomic	n/a
GSM1440813	n/a	disomic	n/a
GSM1440814	n/a	disomic	n/a
GSM1440815	n/a	disomic	n/a
GSM1440816	n/a	disomic	n/a
GSM1440817	n/a	disomic	n/a
GSM1440818	n/a	disomic	n/a
GSM1440819	n/a	disomic	n/a
GSM1440820	n/a	disomic	n/a
GSM1440821	n/a	disomic	n/a
GSM1440822	n/a	disomic	n/a
GSM1440823	n/a	disomic	n/a
GSM1440824	n/a	disomic	n/a
GSM1440825	n/a	disomic	n/a
GSM1440826	n/a	disomic	n/a
GSM1440827	n/a	disomic	n/a
GSM1440828	n/a	disomic	n/a
GSM1440829	n/a	disomic	n/a
GSM1440830	n/a	disomic	n/a
GSM1440831	n/a	disomic	n/a
GSM1440832	n/a	disomic	n/a
GSM1440833	n/a	disomic	n/a
GSM1440834	n/a	disomic	n/a
GSM1440835	n/a	disomic	n/a
GSM1440836	n/a	disomic	n/a
GSM1440837	n/a	disomic	n/a
GSM1440838	n/a	disomic	n/a
GSM1440839	n/a	disomic	n/a
GSM1440840	n/a	disomic	n/a
GSM1440841	n/a	disomic	n/a
GSM1440842	n/a	disomic	n/a
GSM1440843	n/a	disomic	n/a
GSM1440844	n/a	disomic	n/a
GSM1440845	n/a	disomic	n/a
GSM1440846	n/a	disomic	n/a
GSM1440847	n/a	disomic	n/a
GSM1440848	n/a	disomic	n/a
GSM1440849	n/a	disomic	n/a
GSM1440850	n/a	disomic	n/a
GSM1440851	n/a	disomic	n/a
GSM1440852	n/a	disomic	n/a
GSM1440853	n/a	disomic	n/a
GSM1440854	n/a	disomic	n/a
GSM1440855	n/a	disomic	n/a
GSM1440856	n/a	disomic	n/a
GSM1440857	n/a	disomic	n/a
GSM1440858	n/a	disomic	n/a
GSM1440859	n/a	disomic	n/a
GSM1440860	n/a	disomic	n/a
GSM1440861	n/a	disomic	n/a
GSM1440862	n/a	disomic	n/a
GSM1440863	n/a	disomic	n/a
GSM1440864	n/a	disomic	n/a
GSM1440865	n/a	disomic	n/a
GSM1440866	n/a	disomic	n/a
GSM1440867	n/a	disomic	n/a
GSM1440868	n/a	disomic	n/a
GSM1440869	n/a	disomic	n/a
GSM1440870	n/a	disomic	n/a
GSM1440871	n/a	disomic	n/a
GSM1440872	n/a	disomic	n/a
GSM1440873	n/a	disomic	n/a
GSM1440874	n/a	disomic	n/a
GSM1440875	n/a	disomic	n/a
GSM1440876	n/a	disomic	n/a
GSM1440877	n/a	disomic	n/a
GSM1440878	n/a	disomic	n/a
GSM1440879	n/a	disomic	n/a
GSM1440880	n/a	disomic	n/a
GSM1440881	n/a	disomic	n/a
GSM1440882	n/a	disomic	n/a
GSM1440883	n/a	disomic	n/a
GSM1440884	n/a	disomic	n/a
GSM1440885	n/a	disomic	n/a
GSM1440886	n/a	disomic	n/a
GSM1440887	n/a	disomic	n/a
GSM1440888	n/a	disomic	n/a
GSM1440889	n/a	disomic	n/a
GSM1440890	n/a	disomic	n/a
GSM1440891	n/a	disomic	n/a
GSM1440892	n/a	disomic	n/a
GSM1440893	n/a	disomic	n/a
GSM1440894	n/a	disomic	n/a
GSM1440895	n/a	disomic	n/a
GSM1440896	n/a	disomic	n/a
GSM1440897	n/a	disomic	n/a
GSM1440898	n/a	disomic	n/a
GSM1440899	n/a	disomic	n/a
GSM1440900	n/a	disomic	n/a
GSM1440901	n/a	disomic	n/a
GSM1440902	n/a	disomic	n/a
GSM1440903	n/a	disomic	n/a
GSM1440904	n/a	disomic	n/a
GSM1440905	n/a	disomic	n/a
GSM1440906	n/a	disomic	n/a
GSM1440907	n/a	disomic	n/a
GSM1440908	n/a	disomic	n/a
GSM1440909	n/a	disomic	n/a
GSM1440910	n/a	disomic	n/a
GSM1440911	n/a	disomic	n/a
GSM1440912	n/a	disomic	n/a
GSM1528587	female	disomic	n/a
GSM1528588	female	disomic	n/a
GSM1528589	female	disomic	n/a
GSM1528590	female	disomic	n/a
GSM1528591	female	disomic	n/a
GSM1528592	female	disomic	n/a
GSM1528593	female	disomic	n/a
GSM1528594	female	disomic	n/a
GSM1528595	female	disomic	n/a
GSM1528596	female	disomic	n/a
GSM144081	male	disomic	n/a
GSM144082	male	disomic	n/a
GSM144084	male	disomic	n/a
GSM144087	female	disomic	n/a
GSM144088	female	disomic	n/a
GSM144089	male	trisomic	n/a
GSM144090	male	trisomic	n/a
GSM144091	male	trisomic	n/a
GSM144097	male	trisomic	n/a
GSM144509	female	trisomic	n/a
GSM144511	female	trisomic	n/a
GSM144512	female	disomic	n/a
GSM144513	male	disomic	n/a
GSM144514	male	trisomic	n/a
GSM144515	female	trisomic	n/a
GSM144516	male	trisomic	n/a
GSM144518	female	disomic	n/a
GSM144519	male	disomic	n/a
GSM144520	male	trisomic	n/a
GSM144521	female	trisomic	n/a
GSM144522	female	trisomic	n/a
GSM1586464	female	n/a	amniocytes
GSM1586465	female	n/a	amniocytes
GSM1586466	male	n/a	amniocytes
GSM1586467	female	trisomic	amniocytes
GSM1586468	male	n/a	amniocytes
GSM1586469	male	n/a	amniocytes
GSM1586470	female	n/a	amniocytes
GSM1586471	male	n/a	amniocytes
GSM1586472	female	trisomic	amniocytes
GSM1586473	male	trisomic	amniocytes
GSM1586474	female	n/a	amniocytes
GSM1586475	female	n/a	amniocytes
GSM1586476	male	trisomic	amniocytes
GSM1586477	female	trisomic	chorionic villi (fibroblasts)
GSM1586478	male	n/a	chorionic villi (fibroblasts)
GSM1586479	female	trisomic	chorionic villi (fibroblasts)
GSM1586480	male	n/a	chorionic villi (fibroblasts)
GSM1586481	male	n/a	chorionic villi (fibroblasts)
GSM1586482	male	n/a	chorionic villi (fibroblasts)
GSM1586483	female	trisomic	chorionic villi (fibroblasts)
GSM1586484	female	trisomic	chorionic villi (fibroblasts)
GSM1586485	male	n/a	chorionic villi (fibroblasts)
GSM1586486	female	trisomic	chorionic villi (fibroblasts)
GSM1717113	n/a	trisomic	n/a
GSM1717114	n/a	trisomic	n/a
GSM1717115	n/a	trisomic	n/a
GSM1717116	n/a	trisomic	n/a
GSM1717117	n/a	trisomic	n/a
GSM1717118	n/a	trisomic	n/a
GSM1717119	n/a	trisomic	n/a
GSM1717120	n/a	trisomic	n/a
GSM1717121	n/a	trisomic	n/a
GSM1717122	n/a	trisomic	n/a
GSM1717123	n/a	trisomic	n/a
GSM1717124	n/a	trisomic	n/a
GSM1717125	n/a	trisomic	n/a
GSM1717126	n/a	trisomic	n/a
GSM1717127	n/a	trisomic	n/a
GSM1717128	n/a	trisomic	n/a
GSM1717129	n/a	n/a	n/a
GSM1717130	n/a	n/a	n/a
GSM1717131	n/a	n/a	n/a
GSM1717132	n/a	n/a	n/a
GSM2203168	n/a	n/a	n/a
GSM2203169	n/a	disomic	n/a
GSM2203170	n/a	n/a	n/a
GSM2203171	n/a	n/a	n/a
GSM2203172	n/a	disomic	n/a
GSM2203173	n/a	n/a	n/a
GSM2203174	n/a	n/a	n/a
GSM2203175	n/a	n/a	n/a
GSM2203176	n/a	n/a	n/a
GSM2203177	n/a	n/a	n/a
GSM2203178	n/a	n/a	n/a
GSM2203179	n/a	n/a	n/a
GSM2203180	n/a	disomic	n/a
GSM2203181	n/a	disomic	n/a
GSM2203182	n/a	n/a	n/a
GSM2203183	n/a	n/a	n/a
GSM2203184	n/a	n/a	n/a
GSM2203185	n/a	disomic	n/a
GSM2203186	n/a	n/a	n/a
GSM2203187	n/a	n/a	n/a
GSM2203188	n/a	n/a	n/a
GSM2203189	n/a	n/a	n/a
GSM2203190	n/a	n/a	n/a
GSM2203191	n/a	n/a	n/a
GSM2203192	n/a	n/a	n/a
GSM2203193	n/a	disomic	n/a
GSM2203194	n/a	n/a	n/a
GSM2203195	n/a	n/a	n/a
GSM2203196	n/a	n/a	n/a
GSM2203197	n/a	n/a	n/a
GSM2203198	n/a	n/a	n/a
GSM2203199	n/a	n/a	n/a
GSM2203200	n/a	n/a	n/a
GSM2203201	n/a	n/a	n/a
GSM2203202	n/a	n/a	n/a
GSM2203203	n/a	n/a	n/a
GSM2203204	n/a	n/a	n/a
GSM2203205	n/a	trisomic	n/a
GSM2203206	n/a	n/a	n/a
GSM2203207	n/a	n/a	n/a
GSM2203208	n/a	n/a	n/a
GSM2203209	n/a	n/a	n/a
GSM2203210	n/a	n/a	n/a
GSM2203211	n/a	n/a	n/a
GSM2203212	n/a	n/a	n/a
GSM2203213	n/a	n/a	n/a
GSM2203214	n/a	n/a	n/a
GSM2203215	n/a	n/a	n/a
GSM2203216	n/a	n/a	n/a
GSM2203217	n/a	n/a	n/a
GSM2203218	n/a	n/a	n/a
GSM2203219	n/a	n/a	n/a
GSM2203220	n/a	n/a	n/a
GSM2203221	n/a	n/a	n/a
GSM2203222	n/a	n/a	n/a
GSM2203223	n/a	n/a	n/a
GSM2203224	n/a	n/a	n/a
GSM2203225	n/a	n/a	n/a
GSM2203226	n/a	n/a	n/a
GSM2203227	n/a	n/a	n/a
GSM2203228	n/a	n/a	n/a
GSM2203229	n/a	n/a	n/a
GSM2203230	n/a	n/a	n/a
GSM2203231	n/a	n/a	n/a
GSM2203232	n/a	n/a	n/a
GSM2203233	n/a	n/a	n/a
GSM2203234	n/a	n/a	n/a
GSM2203235	n/a	n/a	n/a
GSM2203236	n/a	n/a	n/a
GSM2203237	n/a	n/a	n/a
GSM2203238	n/a	n/a	n/a
GSM2203239	n/a	n/a	n/a
GSM2203240	n/a	n/a	n/a
GSM2203241	n/a	n/a	n/a
GSM2203242	n/a	n/a	n/a
GSM2203243	n/a	n/a	n/a
GSM2203244	n/a	n/a	n/a
GSM2203245	n/a	n/a	n/a
GSM2203246	n/a	n/a	n/a
GSM2203247	n/a	n/a	n/a
GSM2286929	male	n/a	neural progenitor cells derived from Down syndrome embryonic stem cells
GSM2286930	male	n/a	neural progenitor cells derived from Down syndrome embryonic stem cells
GSM2286931	female	n/a	neural progenitor cells derived from Down syndrome embryonic stem cells
GSM2286932	female	n/a	neural progenitor cells derived from Down syndrome embryonic stem cells
GSM2286933	male	n/a	neural progenitor cells derived from Down syndrome embryonic stem cells
GSM2286934	female	n/a	neural progenitor cells derived from healthy human embryonic stem cells
GSM2286935	male	n/a	neural progenitor cells derived from healthy human embryonic stem cells
GSM2286936	female	n/a	neural progenitor cells derived from healthy human embryonic stem cells
GSM2633918	female	disomic	n/a
GSM2633919	female	disomic	n/a
GSM2633920	female	disomic	n/a
GSM2633921	female	disomic	n/a
GSM2633922	female	disomic	n/a
GSM2633923	female	disomic	n/a
GSM2633924	female	disomic	n/a
GSM2633925	female	disomic	n/a
GSM2633926	female	disomic	n/a
GSM2633927	female	disomic	n/a
GSM2633928	female	disomic	n/a
GSM2633929	female	disomic	n/a
GSM2633930	female	disomic	n/a
GSM2633931	female	disomic	n/a
GSM2633932	female	disomic	n/a
GSM2633933	female	disomic	n/a
GSM2633934	female	disomic	n/a
GSM2633935	female	disomic	n/a
GSM2633936	female	disomic	n/a
GSM2633937	female	disomic	n/a
GSM2633938	female	disomic	n/a
GSM2633939	female	disomic	n/a
GSM2633940	female	disomic	n/a
GSM2633941	female	disomic	n/a
GSM2633942	female	disomic	n/a
GSM2633943	female	disomic	n/a
GSM2633944	female	disomic	n/a
GSM2633945	female	disomic	n/a
GSM2633946	female	disomic	n/a
GSM2633947	female	disomic	n/a
GSM2633948	female	disomic	n/a
GSM2633949	female	disomic	n/a
GSM2633950	female	disomic	n/a
GSM2633951	female	disomic	n/a
GSM2633952	female	disomic	n/a
GSM2633953	female	disomic	n/a
GSM2633954	female	disomic	n/a
GSM2633955	female	disomic	n/a
GSM2633956	female	disomic	n/a
GSM2633957	female	disomic	n/a
GSM2633958	female	disomic	n/a
GSM2633959	female	disomic	n/a
GSM2633960	female	disomic	n/a
GSM2633961	female	disomic	n/a
GSM2633962	female	disomic	n/a
GSM2633963	female	disomic	n/a
GSM2633964	female	disomic	n/a
GSM2633965	female	disomic	n/a
GSM2633966	female	disomic	n/a
GSM2633967	female	disomic	n/a
GSM2633968	female	disomic	n/a
GSM2633969	female	disomic	n/a
GSM2633970	female	disomic	n/a
GSM2633971	female	disomic	n/a
GSM2633972	female	disomic	n/a
GSM2633973	female	disomic	n/a
GSM2633974	female	disomic	n/a
GSM2633975	female	disomic	n/a
GSM2633976	female	disomic	n/a
GSM2633977	female	disomic	n/a
GSM2633978	female	disomic	n/a
GSM2633979	female	disomic	n/a
GSM2633980	female	disomic	n/a
GSM2633981	female	disomic	n/a
GSM2633982	female	disomic	n/a
GSM2633983	female	disomic	n/a
GSM2633984	female	disomic	n/a
GSM2633985	female	disomic	n/a
GSM2633986	female	disomic	n/a
GSM2633987	female	disomic	n/a
GSM2633988	female	disomic	n/a
GSM2633989	female	disomic	n/a
GSM2633990	female	disomic	n/a
GSM2633991	female	disomic	n/a
GSM2633992	female	disomic	n/a
GSM2633993	female	disomic	n/a
GSM2633994	female	disomic	n/a
GSM2633995	female	disomic	n/a
GSM2633996	female	disomic	n/a
GSM2633997	female	disomic	n/a
GSM2633998	female	disomic	n/a
GSM2633999	female	disomic	n/a
GSM2634000	female	disomic	n/a
GSM2634001	female	disomic	n/a
GSM2634002	female	disomic	n/a
GSM2634003	female	disomic	n/a
GSM2634004	female	disomic	n/a
GSM2634005	female	disomic	n/a
GSM2634006	female	disomic	n/a
GSM2634007	female	disomic	n/a
GSM2634008	female	disomic	n/a
GSM2634009	female	disomic	n/a
GSM2634010	female	disomic	n/a
GSM2634011	female	disomic	n/a
GSM2634012	female	disomic	n/a
GSM2634013	female	disomic	n/a
GSM2634014	female	disomic	n/a
GSM2634015	female	disomic	n/a
GSM2634016	female	disomic	n/a
GSM2634017	female	disomic	n/a
GSM2634018	female	disomic	n/a
GSM2634019	female	disomic	n/a
GSM2634020	female	disomic	n/a
GSM2634021	female	disomic	n/a
GSM2634022	female	disomic	n/a
GSM2634023	female	disomic	n/a
GSM2634024	female	disomic	n/a
GSM2634025	female	disomic	n/a
GSM2634026	female	disomic	n/a
GSM2634027	female	disomic	n/a
GSM2634028	female	disomic	n/a
GSM2634029	female	disomic	n/a
GSM2634030	female	disomic	n/a
GSM2634031	female	disomic	n/a
GSM2634032	female	disomic	n/a
GSM2634033	female	disomic	n/a
GSM2634034	female	disomic	n/a
GSM2634035	female	disomic	n/a
GSM2634036	female	disomic	n/a
GSM2634037	female	disomic	n/a
GSM2634038	female	disomic	n/a
GSM2634039	female	disomic	n/a
GSM2634040	female	disomic	n/a
GSM2634041	female	disomic	n/a
GSM2634042	female	disomic	n/a
GSM2634043	female	disomic	n/a
GSM2634044	female	disomic	n/a
GSM2634045	female	disomic	n/a
